Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,gene (exp),instrument_name (run),Instrument,Library Name,library_strategy (exp),LibraryLayout,LibrarySelection,LibrarySource,material_type (exp),Organism,Platform,project (exp),project (run),region (run),ReleaseDate,run_barcode (run),run_name (run),Sample Name,screened (run),SRA Study,work_request (exp),work_request (run),geographic_location_(country_and/or_sea,region),gssr_id (exp),gssr_id (run),isolation_source,lsid (exp),lsid (run),sample_name,strain,Collection_Date,specific_host,sample_type (exp),gssr_ids (exp),gssr_ids (run)
SRR578497,AMPLICON,587,2593978,PRJNA82111,SAMN01737442,5767412,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190705,16S V3-V5 region,pop,454 GS FLX Titanium,97797854,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8048,G8048,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100163,yes,SRP015953,23264,23264,missing,68668.1,68668.1,missing,BROAD:SEQUENCING_SAMPLE:68668.1,BROAD:SEQUENCING_SAMPLE:68668.1,100163,missing,,,,,,
SRR578498,AMPLICON,548,6195820,PRJNA82111,SAMN01737433,14001614,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190665,16S V3-V5 region,pop,454 GS FLX Titanium,99443797,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8258,G8258,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7154,yes,SRP015953,23468,23468,missing,71116.1,71116.1,missing,BROAD:SEQUENCING_SAMPLE:71116.1,BROAD:SEQUENCING_SAMPLE:71116.1,7154,missing,,,,,,
SRR578499,AMPLICON,586,1683606,PRJNA82111,SAMN01737537,3741789,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190703,16S V3-V5 region,pop,454 GS FLX Titanium,99009273,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8147,G8147,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7365,yes,SRP015953,23265,23265,missing,68767.1,68767.1,missing,BROAD:SEQUENCING_SAMPLE:68767.1,BROAD:SEQUENCING_SAMPLE:68767.1,7365,missing,,,,,,
SRR578500,AMPLICON,485,1082657,PRJNA82111,SAMN01737602,2602905,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190560,16S V3-V5 region,pop,454 GS FLX Titanium,99443816,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8239,G8239,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7287,yes,SRP015953,23468,23468,missing,71097.1,71097.1,missing,BROAD:SEQUENCING_SAMPLE:71097.1,BROAD:SEQUENCING_SAMPLE:71097.1,7287,missing,,,,,,
SRR578501,AMPLICON,521,4719448,PRJNA82111,SAMN01737540,10854940,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190678,16S V3-V5 region,pop,454 GS FLX Titanium,99443822,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8233,G8233,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7072,yes,SRP015953,23468,23468,missing,71091.1,71091.1,missing,BROAD:SEQUENCING_SAMPLE:71091.1,BROAD:SEQUENCING_SAMPLE:71091.1,7072,missing,,,,,,
SRR578502,AMPLICON,553,6647088,PRJNA82111,SAMN01737430,15030049,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190531,16S V3-V5 region,pop,454 GS FLX Titanium,99443800,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8246,G8246,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7117,yes,SRP015953,23468,23468,missing,71104.1,71104.1,missing,BROAD:SEQUENCING_SAMPLE:71104.1,BROAD:SEQUENCING_SAMPLE:71104.1,7117,missing,,,,,,
SRR578503,AMPLICON,590,3084958,PRJNA82111,SAMN01737485,6827515,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190539,16S V3-V5 region,pop,454 GS FLX Titanium,97797882,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8015,G8015,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100091,yes,SRP015953,23264,23264,missing,68635.1,68635.1,missing,BROAD:SEQUENCING_SAMPLE:68635.1,BROAD:SEQUENCING_SAMPLE:68635.1,100091,missing,,,,,,
SRR578504,AMPLICON,592,2813827,PRJNA82111,SAMN01737450,6227073,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190561,16S V3-V5 region,pop,454 GS FLX Titanium,97797894,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8008,G8008,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100084,yes,SRP015953,23264,23264,missing,68628.1,68628.1,missing,BROAD:SEQUENCING_SAMPLE:68628.1,BROAD:SEQUENCING_SAMPLE:68628.1,100084,missing,,,,,,
SRR578505,AMPLICON,594,3452092,PRJNA82111,SAMN01737415,7630119,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190695,16S V3-V5 region,pop,454 GS FLX Titanium,97797901,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8001,G8001,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100074,yes,SRP015953,23264,23264,missing,68621.1,68621.1,missing,BROAD:SEQUENCING_SAMPLE:68621.1,BROAD:SEQUENCING_SAMPLE:68621.1,100074,missing,,,,,,
SRR578506,AMPLICON,544,2906897,PRJNA82111,SAMN01737608,6287419,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190714,16S V3-V5 region,pop,454 GS FLX Titanium,85246748,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH102725,yes,SRP015953,21011,21011,missing,37090.1,37090.1,Colon,BROAD:SEQUENCING_SAMPLE:37090.1,BROAD:SEQUENCING_SAMPLE:37090.1,MGH102725,missing,18/03/08,Human,Colon,,,
SRR578507,AMPLICON,589,3554632,PRJNA82111,SAMN01737472,7888185,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190655,16S V3-V5 region,pop,454 GS FLX Titanium,97797885,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8018,G8018,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100096,yes,SRP015953,23264,23264,missing,68638.1,68638.1,missing,BROAD:SEQUENCING_SAMPLE:68638.1,BROAD:SEQUENCING_SAMPLE:68638.1,100096,missing,,,,,,
SRR578508,AMPLICON,588,3112643,PRJNA82111,SAMN01737468,6875502,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190598,16S V3-V5 region,pop,454 GS FLX Titanium,99009341,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8079,G8079,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100200,yes,SRP015953,23265,23265,missing,68699.1,68699.1,missing,BROAD:SEQUENCING_SAMPLE:68699.1,BROAD:SEQUENCING_SAMPLE:68699.1,100200,missing,,,,,,
SRR578509,AMPLICON,581,3778357,PRJNA82111,SAMN01737462,8390812,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190532,16S V3-V5 region,pop,454 GS FLX Titanium,99009297,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8123,G8123,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7911,yes,SRP015953,23265,23265,missing,68743.1,68743.1,missing,BROAD:SEQUENCING_SAMPLE:68743.1,BROAD:SEQUENCING_SAMPLE:68743.1,7911,missing,,,,,,
SRR578510,AMPLICON,398,749479,PRJNA82111,SAMN01737427,1942710,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190625,16S V3-V5 region,pop,454 GS FLX Titanium,99009289,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8140,G8140,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7325,yes,SRP015953,23265,23265,missing,68760.1,68760.1,missing,BROAD:SEQUENCING_SAMPLE:68760.1,BROAD:SEQUENCING_SAMPLE:68760.1,7325,missing,,,,,,
SRR578511,AMPLICON,596,3748196,PRJNA82111,SAMN01737491,8246302,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190670,16S V3-V5 region,pop,454 GS FLX Titanium,97797836,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8065,G8065,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100181,yes,SRP015953,23264,23264,missing,68685.1,68685.1,missing,BROAD:SEQUENCING_SAMPLE:68685.1,BROAD:SEQUENCING_SAMPLE:68685.1,100181,missing,,,,,,
SRR578512,AMPLICON,588,3299779,PRJNA82111,SAMN01737440,7304511,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190580,16S V3-V5 region,pop,454 GS FLX Titanium,99009310,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8113,G8113,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7862,yes,SRP015953,23265,23265,missing,68733.1,68733.1,missing,BROAD:SEQUENCING_SAMPLE:68733.1,BROAD:SEQUENCING_SAMPLE:68733.1,7862,missing,,,,,,
SRR578513,AMPLICON,544,3989193,PRJNA82111,SAMN01737609,9048931,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190711,16S V3-V5 region,pop,454 GS FLX Titanium,99443831,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8229,G8229,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7052,yes,SRP015953,23468,23468,missing,71087.1,71087.1,missing,BROAD:SEQUENCING_SAMPLE:71087.1,BROAD:SEQUENCING_SAMPLE:71087.1,7052,missing,,,,,,
SRR578514,AMPLICON,568,1521493,PRJNA82111,SAMN01737419,3413554,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190596,16S V3-V5 region,pop,454 GS FLX Titanium,99009282,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8133,G8133,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7175B,yes,SRP015953,23265,23265,missing,68753.1,68753.1,missing,BROAD:SEQUENCING_SAMPLE:68753.1,BROAD:SEQUENCING_SAMPLE:68753.1,7175B,missing,,,,,,
SRR578515,AMPLICON,543,3821160,PRJNA82111,SAMN01737503,8308843,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190628,16S V3-V5 region,pop,454 GS FLX Titanium,85246320,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH102692,yes,SRP015953,21011,21011,missing,37079.1,37079.1,Colon,BROAD:SEQUENCING_SAMPLE:37079.1,BROAD:SEQUENCING_SAMPLE:37079.1,MGH102692,missing,18/03/08,Human,Colon,,,
SRR578516,AMPLICON,597,3177510,PRJNA82111,SAMN01737550,7001472,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190514,16S V3-V5 region,pop,454 GS FLX Titanium,99009299,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8121,G8121,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7909,yes,SRP015953,23265,23265,missing,68741.1,68741.1,missing,BROAD:SEQUENCING_SAMPLE:68741.1,BROAD:SEQUENCING_SAMPLE:68741.1,7909,missing,,,,,,
SRR578517,AMPLICON,467,1243388,PRJNA82111,SAMN01737531,3034814,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190638,16S V3-V5 region,pop,454 GS FLX Titanium,99443832,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8230,G8230,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7059,yes,SRP015953,23468,23468,missing,71088.1,71088.1,missing,BROAD:SEQUENCING_SAMPLE:71088.1,BROAD:SEQUENCING_SAMPLE:71088.1,7059,missing,,,,,,
SRR578518,AMPLICON,591,3478167,PRJNA82111,SAMN01737484,7692480,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190589,16S V3-V5 region,pop,454 GS FLX Titanium,97797912,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7997,G7997,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100068,yes,SRP015953,23264,23264,missing,68617.1,68617.1,missing,BROAD:SEQUENCING_SAMPLE:68617.1,BROAD:SEQUENCING_SAMPLE:68617.1,100068,missing,,,,,,
SRR578519,AMPLICON,503,6058991,PRJNA82111,SAMN01737535,14066075,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190650,16S V3-V5 region,pop,454 GS FLX Titanium,99443775,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8269,G8269,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7185,yes,SRP015953,23468,23468,missing,71127.1,71127.1,missing,BROAD:SEQUENCING_SAMPLE:71127.1,BROAD:SEQUENCING_SAMPLE:71127.1,7185,missing,,,,,,
SRR578520,AMPLICON,558,5233822,PRJNA82111,SAMN01737574,11185797,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190568,16S V3-V5 region,pop,454 GS FLX Titanium,85246736,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.Non MGH103121,yes,SRP015953,21011,21011,missing,37095.1,37095.1,Colon,BROAD:SEQUENCING_SAMPLE:37095.1,BROAD:SEQUENCING_SAMPLE:37095.1,Non MGH103121,missing,29/04/08,Human,Colon,,,
SRR578521,AMPLICON,594,3056987,PRJNA82111,SAMN01737436,6751713,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190696,16S V3-V5 region,pop,454 GS FLX Titanium,97797846,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8056,G8056,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100184,yes,SRP015953,23264,23264,missing,68676.1,68676.1,missing,BROAD:SEQUENCING_SAMPLE:68676.1,BROAD:SEQUENCING_SAMPLE:68676.1,100184,missing,,,,,,
SRR578522,AMPLICON,584,2600471,PRJNA82111,SAMN01737435,5778481,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190649,16S V3-V5 region,pop,454 GS FLX Titanium,99009326,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8094,G8094,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100220,yes,SRP015953,23265,23265,missing,68714.1,68714.1,missing,BROAD:SEQUENCING_SAMPLE:68714.1,BROAD:SEQUENCING_SAMPLE:68714.1,100220,missing,,,,,,
SRR578523,AMPLICON,584,2924549,PRJNA82111,SAMN01737511,6498058,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190700,16S V3-V5 region,pop,454 GS FLX Titanium,99009414,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8092,G8092,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100217,yes,SRP015953,23265,23265,missing,68712.1,68712.1,missing,BROAD:SEQUENCING_SAMPLE:68712.1,BROAD:SEQUENCING_SAMPLE:68712.1,100217,missing,,,,,,
SRR578524,AMPLICON,491,957254,PRJNA82111,SAMN01737444,2282838,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190577,16S V3-V5 region,pop,454 GS FLX Titanium,99009269,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8151,G8151,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7584,yes,SRP015953,23265,23265,missing,68771.1,68771.1,missing,BROAD:SEQUENCING_SAMPLE:68771.1,BROAD:SEQUENCING_SAMPLE:68771.1,7584,missing,,,,,,
SRR578525,AMPLICON,590,4051381,PRJNA82111,SAMN01737539,8952165,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190702,16S V3-V5 region,pop,454 GS FLX Titanium,99009298,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8122,G8122,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7910,yes,SRP015953,23265,23265,missing,68742.1,68742.1,missing,BROAD:SEQUENCING_SAMPLE:68742.1,BROAD:SEQUENCING_SAMPLE:68742.1,7910,missing,,,,,,
SRR578526,AMPLICON,273,496530,PRJNA82111,SAMN01737538,1512622,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190681,16S V3-V5 region,pop,454 GS FLX Titanium,99443814,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8241,G8241,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7095,yes,SRP015953,23468,23468,missing,71099.1,71099.1,missing,BROAD:SEQUENCING_SAMPLE:71099.1,BROAD:SEQUENCING_SAMPLE:71099.1,7095,missing,,,,,,
SRR578527,AMPLICON,406,87766,PRJNA82111,SAMN01737560,258465,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190551,16S V3-V5 region,pop,454 GS FLX Titanium,99009278,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8142,G8142,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7352,yes,SRP015953,23265,23265,missing,68762.1,68762.1,missing,BROAD:SEQUENCING_SAMPLE:68762.1,BROAD:SEQUENCING_SAMPLE:68762.1,7352,missing,,,,,,
SRR578528,AMPLICON,551,5195364,PRJNA82111,SAMN01737567,11092796,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190618,16S V3-V5 region,pop,454 GS FLX Titanium,85246749,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH104890,yes,SRP015953,21011,21011,missing,37089.1,37089.1,missing,BROAD:SEQUENCING_SAMPLE:37089.1,BROAD:SEQUENCING_SAMPLE:37089.1,MGH104890,missing,7/10/08,,,,,
SRR578529,AMPLICON,593,2608170,PRJNA82111,SAMN01737445,5787132,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190567,16S V3-V5 region,pop,454 GS FLX Titanium,97797916,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7986,G7986,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100046,yes,SRP015953,23264,23264,missing,68606.1,68606.1,missing,BROAD:SEQUENCING_SAMPLE:68606.1,BROAD:SEQUENCING_SAMPLE:68606.1,100046,missing,,,,,,
SRR578530,AMPLICON,596,3036120,PRJNA82111,SAMN01737577,6674236,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190646,16S V3-V5 region,pop,454 GS FLX Titanium,97797893,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8009,G8009,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100085,yes,SRP015953,23264,23264,missing,68629.1,68629.1,missing,BROAD:SEQUENCING_SAMPLE:68629.1,BROAD:SEQUENCING_SAMPLE:68629.1,100085,missing,,,,,,
SRR578531,AMPLICON,592,3493483,PRJNA82111,SAMN01737525,7757011,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190588,16S V3-V5 region,pop,454 GS FLX Titanium,97797896,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8006,G8006,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100080,yes,SRP015953,23264,23264,missing,68626.1,68626.1,missing,BROAD:SEQUENCING_SAMPLE:68626.1,BROAD:SEQUENCING_SAMPLE:68626.1,100080,missing,,,,,,
SRR578532,AMPLICON,590,2259988,PRJNA82111,SAMN01737411,5017272,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190520,16S V3-V5 region,pop,454 GS FLX Titanium,97797920,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7982,G7982,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100015,yes,SRP015953,23264,23264,missing,68602.1,68602.1,missing,BROAD:SEQUENCING_SAMPLE:68602.1,BROAD:SEQUENCING_SAMPLE:68602.1,100015,missing,,,,,,
SRR578533,AMPLICON,523,3627075,PRJNA82111,SAMN01737475,8380778,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190667,16S V3-V5 region,pop,454 GS FLX Titanium,99443796,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8259,G8259,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7156,yes,SRP015953,23468,23468,missing,71117.1,71117.1,missing,BROAD:SEQUENCING_SAMPLE:71117.1,BROAD:SEQUENCING_SAMPLE:71117.1,7156,missing,,,,,,
SRR578534,AMPLICON,596,2617668,PRJNA82111,SAMN01737477,5762495,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190660,16S V3-V5 region,pop,454 GS FLX Titanium,99009324,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8096,G8096,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100222,yes,SRP015953,23265,23265,missing,68716.1,68716.1,missing,BROAD:SEQUENCING_SAMPLE:68716.1,BROAD:SEQUENCING_SAMPLE:68716.1,100222,missing,,,,,,
SRR578535,AMPLICON,593,3113215,PRJNA82111,SAMN01737603,6897869,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190563,16S V3-V5 region,pop,454 GS FLX Titanium,97797872,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8030,G8030,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100128,yes,SRP015953,23264,23264,missing,68650.1,68650.1,missing,BROAD:SEQUENCING_SAMPLE:68650.1,BROAD:SEQUENCING_SAMPLE:68650.1,100128,missing,,,,,,
SRR578536,AMPLICON,591,3074615,PRJNA82111,SAMN01737546,6800405,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190671,16S V3-V5 region,pop,454 GS FLX Titanium,97797848,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8054,G8054,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100169,yes,SRP015953,23264,23264,missing,68674.1,68674.1,missing,BROAD:SEQUENCING_SAMPLE:68674.1,BROAD:SEQUENCING_SAMPLE:68674.1,100169,missing,,,,,,
SRR578537,AMPLICON,545,2724567,PRJNA82111,SAMN01737588,6182614,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190631,16S V3-V5 region,pop,454 GS FLX Titanium,99009391,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8082,G8082,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100204,yes,SRP015953,23265,23265,missing,68702.1,68702.1,missing,BROAD:SEQUENCING_SAMPLE:68702.1,BROAD:SEQUENCING_SAMPLE:68702.1,100204,missing,,,,,,
SRR578538,AMPLICON,503,904213,PRJNA82111,SAMN01737583,2144987,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190569,16S V3-V5 region,pop,454 GS FLX Titanium,99009283,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8134,G8134,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7178A,yes,SRP015953,23265,23265,missing,68754.1,68754.1,missing,BROAD:SEQUENCING_SAMPLE:68754.1,BROAD:SEQUENCING_SAMPLE:68754.1,7178A,missing,,,,,,
SRR578539,AMPLICON,535,1961974,PRJNA82111,SAMN01737413,4500884,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190574,16S V3-V5 region,pop,454 GS FLX Titanium,99443826,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8224,G8224,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7035,yes,SRP015953,23468,23468,missing,71082.1,71082.1,missing,BROAD:SEQUENCING_SAMPLE:71082.1,BROAD:SEQUENCING_SAMPLE:71082.1,7035,missing,,,,,,
SRR578540,AMPLICON,351,228890,PRJNA82111,SAMN01737544,654590,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190688,16S V3-V5 region,pop,454 GS FLX Titanium,99009293,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8127,G8127,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7077A,yes,SRP015953,23265,23265,missing,68747.1,68747.1,missing,BROAD:SEQUENCING_SAMPLE:68747.1,BROAD:SEQUENCING_SAMPLE:68747.1,7077A,missing,,,,,,
