Run,analysis_type (exp),analysis_type (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,flowcell_barcode (run),geo_loc_name_country,geo_loc_name_country_continent,GEOGRAPHIC_LOCATION,gssr_id (exp),gssr_id (run),instrument_name (run),Instrument,isolation_source,lane (run),Library Name,library_type (exp),library_type (run),LibraryLayout,LibrarySelection,LibrarySource,lsid (exp),lsid (run),material_type (exp),Organism,Platform,project (exp),project (run),read_group_id (run),ReleaseDate,root_sample_id (exp),root_sample_id (run),run_barcode (run),run_name (run),sample_id (exp),Sample_ID (run),Sample Name,sample_name,screened (run),specific_host,SRA Study,strain,work_request (exp),work_request (run)
SRR1915912,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396795,78961,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956868,A111L,uncalculated,uncalculated,missing,194968,194968,SL-MAC,Illumina MiSeq,missing,1,Solexa-96458,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJF2,broadinstitute.org:bsp.prod.sample:2QJF2,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19580,G19580,A111L.1,2015-03-13T00:00:00Z,SM-2QJF2,SM-2QJF2,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJF2,SM-2QJF2,PRJNA269954.N00664,N00664,yes,missing,SRP056002,missing,30958,30958
SRR1915914,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1050,PRJNA269954,SAMN03396864,82417,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956870,A111L,uncalculated,uncalculated,missing,194934,194934,SL-MAC,Illumina MiSeq,missing,1,Solexa-96449,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJE3,broadinstitute.org:bsp.prod.sample:2QJE3,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19546,G19546,A111L.1,2015-03-13T00:00:00Z,SM-2QJE3,SM-2QJE3,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJE3,SM-2QJE3,PRJNA269954.N00630,N00630,yes,missing,SRP056002,missing,30958,30958
SRR1915915,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396863,79169,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956871,A111L,uncalculated,uncalculated,missing,194885,194885,SL-MAC,Illumina MiSeq,missing,1,Solexa-96375,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJCO,broadinstitute.org:bsp.prod.sample:2QJCO,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19497,G19497,A111L.1,2015-03-13T00:00:00Z,SM-2QJCO,SM-2QJCO,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJCO,SM-2QJCO,PRJNA269954.N00572,N00572,yes,missing,SRP056002,missing,30958,30958
SRR1915916,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396794,79185,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956872,A111L,uncalculated,uncalculated,missing,194913,194913,SL-MAC,Illumina MiSeq,missing,1,Solexa-96394,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJDH,broadinstitute.org:bsp.prod.sample:2QJDH,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19525,G19525,A111L.1,2015-03-13T00:00:00Z,SM-2QJDH,SM-2QJDH,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJDH,SM-2QJDH,PRJNA269954.N00605,N00605,yes,missing,SRP056002,missing,30958,30958
SRR1915917,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1400,PRJNA269954,SAMN03396874,82831,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956873,A111L,uncalculated,uncalculated,missing,194943,194943,SL-MAC,Illumina MiSeq,missing,1,Solexa-96437,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJEC,broadinstitute.org:bsp.prod.sample:2QJEC,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19555,G19555,A111L.1,2015-03-13T00:00:00Z,SM-2QJEC,SM-2QJEC,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJEC,SM-2QJEC,PRJNA269954.N00639,N00639,yes,missing,SRP056002,missing,30958,30958
SRR1915918,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2100,PRJNA269954,SAMN03396877,83220,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956874,A111L,uncalculated,uncalculated,missing,194967,194967,SL-MAC,Illumina MiSeq,missing,1,Solexa-96457,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJF1,broadinstitute.org:bsp.prod.sample:2QJF1,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19579,G19579,A111L.1,2015-03-13T00:00:00Z,SM-2QJF1,SM-2QJF1,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJF1,SM-2QJF1,PRJNA269954.N00663,N00663,yes,missing,SRP056002,missing,30958,30958
SRR1915919,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396859,79295,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956875,A111L,uncalculated,uncalculated,missing,194983,194983,SL-MAC,Illumina MiSeq,missing,1,Solexa-96464,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFF,broadinstitute.org:bsp.prod.sample:2QJFF,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19593,G19593,A111L.1,2015-03-13T00:00:00Z,SM-2QJFF,SM-2QJFF,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJFF,SM-2QJFF,PRJNA269954.N00677,N00677,yes,missing,SRP056002,missing,30958,30958
SRR1915920,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,3850,PRJNA269954,SAMN03396848,83240,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956876,A111L,uncalculated,uncalculated,missing,194898,194898,SL-MAC,Illumina MiSeq,missing,1,Solexa-96432,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJD2,broadinstitute.org:bsp.prod.sample:2QJD2,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19510,G19510,A111L.1,2015-03-13T00:00:00Z,SM-2QJD2,SM-2QJD2,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJD2,SM-2QJD2,PRJNA269954.N00590,N00590,yes,missing,SRP056002,missing,30958,30958
SRR1915921,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396858,78946,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956877,A111L,uncalculated,uncalculated,missing,194940,194940,SL-MAC,Illumina MiSeq,missing,1,Solexa-96408,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJE9,broadinstitute.org:bsp.prod.sample:2QJE9,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19552,G19552,A111L.1,2015-03-13T00:00:00Z,SM-2QJE9,SM-2QJE9,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJE9,SM-2QJE9,PRJNA269954.N00636,N00636,yes,missing,SRP056002,missing,30958,30958
SRR1915922,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1050,PRJNA269954,SAMN03396837,79415,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956878,A111L,uncalculated,uncalculated,missing,194904,194904,SL-MAC,Illumina MiSeq,missing,1,Solexa-96390,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJD8,broadinstitute.org:bsp.prod.sample:2QJD8,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19516,G19516,A111L.1,2015-03-13T00:00:00Z,SM-2QJD8,SM-2QJD8,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJD8,SM-2QJD8,PRJNA269954.N00596,N00596,yes,missing,SRP056002,missing,30958,30958
SRR1915923,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396914,79169,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956879,A111L,uncalculated,uncalculated,missing,194948,194948,SL-MAC,Illumina MiSeq,missing,1,Solexa-96384,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJEH,broadinstitute.org:bsp.prod.sample:2QJEH,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19560,G19560,A111L.1,2015-03-13T00:00:00Z,SM-2QJEH,SM-2QJEH,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJEH,SM-2QJEH,PRJNA269954.N00644,N00644,yes,missing,SRP056002,missing,30958,30958
SRR1915924,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1400,PRJNA269954,SAMN03396871,82722,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956880,A111L,uncalculated,uncalculated,missing,194989,194989,SL-MAC,Illumina MiSeq,missing,1,Solexa-96470,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFL,broadinstitute.org:bsp.prod.sample:2QJFL,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19599,G19599,A111L.1,2015-03-13T00:00:00Z,SM-2QJFL,SM-2QJFL,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJFL,SM-2QJFL,PRJNA269954.N00714,N00714,yes,missing,SRP056002,missing,30958,30958
SRR1915925,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396789,79185,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956882,A111L,uncalculated,uncalculated,missing,195008,195008,SL-MAC,Illumina MiSeq,missing,1,Solexa-96490,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJG6,broadinstitute.org:bsp.prod.sample:2QJG6,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19618,G19618,A111L.1,2015-03-14T00:00:00Z,SM-2QJG6,SM-2QJG6,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJG6,SM-2QJG6,PRJNA269954.N00794,N00794,yes,missing,SRP056002,missing,30958,30958
SRR1915926,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396816,79296,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956883,A111L,uncalculated,uncalculated,missing,195012,195012,SL-MAC,Illumina MiSeq,missing,1,Solexa-96494,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJGA,broadinstitute.org:bsp.prod.sample:2QJGA,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19622,G19622,A111L.1,2015-03-14T00:00:00Z,SM-2QJGA,SM-2QJGA,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJGA,SM-2QJGA,PRJNA269954.N00803,N00803,yes,missing,SRP056002,missing,30958,30958
SRR1915928,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396833,79064,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956885,A111L,uncalculated,uncalculated,missing,194888,194888,SL-MAC,Illumina MiSeq,missing,1,Solexa-96383,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJCR,broadinstitute.org:bsp.prod.sample:2QJCR,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19500,G19500,A111L.1,2015-03-14T00:00:00Z,SM-2QJCR,SM-2QJCR,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJCR,SM-2QJCR,PRJNA269954.N00575,N00575,yes,missing,SRP056002,missing,30958,30958
SRR1915930,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,700,PRJNA269954,SAMN03396896,82475,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956887,A111L,uncalculated,uncalculated,missing,194998,194998,SL-MAC,Illumina MiSeq,missing,1,Solexa-96479,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFU,broadinstitute.org:bsp.prod.sample:2QJFU,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19608,G19608,A111L.1,2015-03-14T00:00:00Z,SM-2QJFU,SM-2QJFU,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJFU,SM-2QJFU,PRJNA269954.N00775,N00775,yes,missing,SRP056002,missing,30958,30958
SRR1915931,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1050,PRJNA269954,SAMN03396825,81555,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956888,A111L,uncalculated,uncalculated,missing,195000,195000,SL-MAC,Illumina MiSeq,missing,1,Solexa-96481,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFW,broadinstitute.org:bsp.prod.sample:2QJFW,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19610,G19610,A111L.1,2015-03-14T00:00:00Z,SM-2QJFW,SM-2QJFW,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJFW,SM-2QJFW,PRJNA269954.N00779,N00779,yes,missing,SRP056002,missing,30958,30958
SRR1915933,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396802,79275,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956890,A111L,uncalculated,uncalculated,missing,194995,194995,SL-MAC,Illumina MiSeq,missing,1,Solexa-96476,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFR,broadinstitute.org:bsp.prod.sample:2QJFR,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19605,G19605,A111L.1,2015-03-14T00:00:00Z,SM-2QJFR,SM-2QJFR,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJFR,SM-2QJFR,PRJNA269954.N00768,N00768,yes,missing,SRP056002,missing,30958,30958
SRR1915935,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,700,PRJNA269954,SAMN03396868,82375,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956892,A111L,uncalculated,uncalculated,missing,195005,195005,SL-MAC,Illumina MiSeq,missing,1,Solexa-96487,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJG3,broadinstitute.org:bsp.prod.sample:2QJG3,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19615,G19615,A111L.1,2015-03-14T00:00:00Z,SM-2QJG3,SM-2QJG3,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJG3,SM-2QJG3,PRJNA269954.N00790,N00790,yes,missing,SRP056002,missing,30958,30958
SRR1915936,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,700,PRJNA269954,SAMN03396870,81354,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956893,A111L,uncalculated,uncalculated,missing,194980,194980,SL-MAC,Illumina MiSeq,missing,1,Solexa-96482,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFC,broadinstitute.org:bsp.prod.sample:2QJFC,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19590,G19590,A111L.1,2015-03-14T00:00:00Z,SM-2QJFC,SM-2QJFC,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJFC,SM-2QJFC,PRJNA269954.N00674,N00674,yes,missing,SRP056002,missing,30958,30958
SRR1915938,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03396818,79017,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX956895,A111L,uncalculated,uncalculated,missing,195004,195004,SL-MAC,Illumina MiSeq,missing,1,Solexa-96486,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJG2,broadinstitute.org:bsp.prod.sample:2QJG2,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19614,G19614,A111L.1,2015-03-14T00:00:00Z,SM-2QJG2,SM-2QJG2,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJG2,SM-2QJG2,PRJNA269954.N00788,N00788,yes,missing,SRP056002,missing,30958,30958
SRR1916765,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,350,PRJNA269954,SAMN03398721,79116,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX957544,A111L,uncalculated,uncalculated,missing,195030,195030,SL-MAC,Illumina MiSeq,missing,1,Solexa-96512,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJGS,broadinstitute.org:bsp.prod.sample:2QJGS,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19640,G19640,A111L.1,2015-03-16T00:00:00Z,SM-2QJGS,SM-2QJGS,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJGS,SM-2QJGS,PRJNA269954.N00838,N00838,yes,missing,SRP056002,missing,30958,30958
SRR1916766,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,700,PRJNA269954,SAMN03398816,81310,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX957543,A111L,uncalculated,uncalculated,missing,195023,195023,SL-MAC,Illumina MiSeq,missing,1,Solexa-96505,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJGL,broadinstitute.org:bsp.prod.sample:2QJGL,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19633,G19633,A111L.1,2015-03-16T00:00:00Z,SM-2QJGL,SM-2QJGL,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJGL,SM-2QJGL,PRJNA269954.N00824,N00824,yes,missing,SRP056002,missing,30958,30958
SRR1916767,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1050,PRJNA269954,SAMN03398696,82573,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX957545,A111L,uncalculated,uncalculated,missing,194987,194987,SL-MAC,Illumina MiSeq,missing,1,Solexa-96468,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFJ,broadinstitute.org:bsp.prod.sample:2QJFJ,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19597,G19597,A111L.1,2015-03-16T00:00:00Z,SM-2QJFJ,SM-2QJFJ,A111L120613,120613_SL-MAC_0078_AMS2002554-00300,SM-2QJFJ,SM-2QJFJ,PRJNA269954.N00712,N00712,yes,missing,SRP056002,missing,30958,30958
SRR1918823,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4768750,PRJNA269954,SAMN03396837,2512368,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX959139,A11TC,uncalculated,uncalculated,missing,194904,194904,SL-MAG,Illumina MiSeq,missing,1,Solexa-110801,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJD8,broadinstitute.org:bsp.prod.sample:2QJD8,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19516,G19516,A11TC.1,2015-03-19T00:00:00Z,SM-2QJD8,SM-2QJD8,A11TC120824,120824_M00158_0039_AFC000000000-A11TC,SM-2QJD8,SM-2QJD8,PRJNA269954.N00596,N00596,yes,missing,SRP056002,missing,32025,32025
SRR1918824,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2962050,PRJNA269954,SAMN03396844,1704524,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX959140,A11TC,uncalculated,uncalculated,missing,194955,194955,SL-MAG,Illumina MiSeq,missing,1,Solexa-110805,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJEO,broadinstitute.org:bsp.prod.sample:2QJEO,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19567,G19567,A11TC.1,2015-03-19T00:00:00Z,SM-2QJEO,SM-2QJEO,A11TC120824,120824_M00158_0039_AFC000000000-A11TC,SM-2QJEO,SM-2QJEO,PRJNA269954.N00651,N00651,yes,missing,SRP056002,missing,32025,32025
SRR1918826,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,12171250,PRJNA269954,SAMN03396910,6989613,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX959141,A11TC,uncalculated,uncalculated,missing,194914,194914,SL-MAG,Illumina MiSeq,missing,1,Solexa-110802,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJDI,broadinstitute.org:bsp.prod.sample:2QJDI,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19526,G19526,A11TC.1,2015-03-19T00:00:00Z,SM-2QJDI,SM-2QJDI,A11TC120824,120824_M00158_0039_AFC000000000-A11TC,SM-2QJDI,SM-2QJDI,PRJNA269954.N00606,N00606,yes,missing,SRP056002,missing,32025,32025
SRR1948107,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5643050,PRJNA269954,SAMN03454263,3530695,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974532,A0U46,uncalculated,uncalculated,missing,195470,195470,SL-MAC,Illumina MiSeq,missing,1,Solexa-95210,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQEY,broadinstitute.org:bsp.prod.sample:2NQEY,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20055,G20055,A0U46.1,2015-04-01T00:00:00Z,SM-2NQEY,SM-2NQEY,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQEY,SM-2NQEY,PRJNA269954.N00130,N00130,yes,missing,SRP056002,missing,30873,30873
SRR1948108,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,8845900,PRJNA269954,SAMN03454264,5323189,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974533,A0U46,uncalculated,uncalculated,missing,195472,195472,SL-MAC,Illumina MiSeq,missing,1,Solexa-95185,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQF1,broadinstitute.org:bsp.prod.sample:2NQF1,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20057,G20057,A0U46.1,2015-04-01T00:00:00Z,SM-2NQF1,SM-2NQF1,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQF1,SM-2NQF1,PRJNA269954.N00132,N00132,yes,missing,SRP056002,missing,30873,30873
SRR1948109,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2658600,PRJNA269954,SAMN03454265,1691030,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974534,A0U46,uncalculated,uncalculated,missing,195500,195500,SL-MAC,Illumina MiSeq,missing,1,Solexa-95197,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQFT,broadinstitute.org:bsp.prod.sample:2NQFT,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20085,G20085,A0U46.1,2015-04-01T00:00:00Z,SM-2NQFT,SM-2NQFT,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQFT,SM-2NQFT,PRJNA269954.N00161,N00161,yes,missing,SRP056002,missing,30873,30873
SRR1948110,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2558150,PRJNA269954,SAMN03454268,1626834,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974537,A0U46,uncalculated,uncalculated,missing,195469,195469,SL-MAC,Illumina MiSeq,missing,1,Solexa-95203,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQEX,broadinstitute.org:bsp.prod.sample:2NQEX,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20054,G20054,A0U46.1,2015-04-01T00:00:00Z,SM-2NQEX,SM-2NQEX,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQEX,SM-2NQEX,PRJNA269954.N00129,N00129,yes,missing,SRP056002,missing,30873,30873
SRR1948111,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6104350,PRJNA269954,SAMN03454266,3712812,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974536,A0U46,uncalculated,uncalculated,missing,195498,195498,SL-MAC,Illumina MiSeq,missing,1,Solexa-95219,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQFR,broadinstitute.org:bsp.prod.sample:2NQFR,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20083,G20083,A0U46.1,2015-04-01T00:00:00Z,SM-2NQFR,SM-2NQFR,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQFR,SM-2NQFR,PRJNA269954.N00159,N00159,yes,missing,SRP056002,missing,30873,30873
