Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_ID,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR8056923,AMPLICON,350,89562900,PRJNA436359,SAMN10242279,Metagenome or environmental,60375231,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886474,USA,North America,USA,Homo sapiens,G96131_SubjectID_7899,Illumina MiSeq,G96131,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96131,SRP165757
SRR8056924,AMPLICON,350,131641300,PRJNA436359,SAMN10242280,Metagenome or environmental,88111704,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886473,USA,North America,USA,Homo sapiens,G96132_SubjectID_9778,Illumina MiSeq,G96132,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96132,SRP165757
SRR8056925,AMPLICON,350,96833800,PRJNA436359,SAMN10242281,Metagenome or environmental,65239701,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886472,USA,North America,USA,Homo sapiens,G96133_SubjectID_1108,Illumina MiSeq,G96133,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96133,SRP165757
SRR8056926,AMPLICON,350,142531550,PRJNA436359,SAMN10242282,Metagenome or environmental,84644791,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886471,USA,North America,USA,Homo sapiens,G90194_SubjectID_133,Illumina MiSeq,G90194,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90194,SRP165757
SRR8056927,AMPLICON,350,2902900,PRJNA436359,SAMN10241934,Metagenome or environmental,2041644,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886470,USA,North America,USA,Homo sapiens,G95972_SubjectID_6464,Illumina MiSeq,G95972,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G95972,SRP165757
SRR8056928,AMPLICON,350,5402950,PRJNA436359,SAMN10241933,Metagenome or environmental,3678558,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886469,USA,North America,USA,Homo sapiens,G95973_SubjectID_10924,Illumina MiSeq,G95973,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G95973,SRP165757
SRR8056929,AMPLICON,350,14885850,PRJNA436359,SAMN10241936,Metagenome or environmental,8640566,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886468,USA,North America,USA,Homo sapiens,G90248_SubjectID_7966,Illumina MiSeq,G90248,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90248,SRP165757
SRR8056930,AMPLICON,350,25913650,PRJNA436359,SAMN10241935,Metagenome or environmental,16977819,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886467,USA,North America,USA,Homo sapiens,G94745_SubjectID_7218,Illumina MiSeq,G94745,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94745,SRP165757
SRR8056931,AMPLICON,350,18465650,PRJNA436359,SAMN10241930,Metagenome or environmental,11346811,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886466,USA,North America,USA,Homo sapiens,G96313_SubjectID_9761,Illumina MiSeq,G96313,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96313,SRP165757
SRR8056932,AMPLICON,350,22602650,PRJNA436359,SAMN10241929,Metagenome or environmental,11098134,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886465,USA,North America,USA,Homo sapiens,G93145_SubjectID_5347,Illumina MiSeq,G93145,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93145,SRP165757
SRR8056933,AMPLICON,350,45927700,PRJNA436359,SAMN10241932,Metagenome or environmental,30804058,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886464,USA,North America,USA,Homo sapiens,G95970_SubjectID_14993,Illumina MiSeq,G95970,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G95970,SRP165757
SRR8056934,AMPLICON,350,6906900,PRJNA436359,SAMN10241931,Metagenome or environmental,4749682,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886463,USA,North America,USA,Homo sapiens,G95978_SubjectID_13000,Illumina MiSeq,G95978,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G95978,SRP165757
SRR8056935,AMPLICON,350,12913600,PRJNA436359,SAMN10242053,Metagenome or environmental,7048151,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886462,USA,North America,USA,Homo sapiens,G75161_SubjectID_2135,Illumina MiSeq,G75161,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75161,SRP165757
SRR8056936,AMPLICON,350,20772500,PRJNA436359,SAMN10242054,Metagenome or environmental,11472787,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886461,USA,North America,USA,Homo sapiens,G75162_SubjectID_12548,Illumina MiSeq,G75162,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75162,SRP165757
SRR8056937,AMPLICON,350,10363500,PRJNA436359,SAMN10242055,Metagenome or environmental,5699267,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886460,USA,North America,USA,Homo sapiens,G75163_SubjectID_9497,Illumina MiSeq,G75163,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75163,SRP165757
SRR8056938,AMPLICON,350,18641350,PRJNA436359,SAMN10242056,Metagenome or environmental,10574375,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886459,USA,North America,USA,Homo sapiens,G75216_SubjectID_8797,Illumina MiSeq,G75216,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75216,SRP165757
SRR8056939,AMPLICON,350,21440650,PRJNA436359,SAMN10241938,Metagenome or environmental,12198351,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886458,USA,North America,USA,Homo sapiens,G90241_SubjectID_4289,Illumina MiSeq,G90241,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90241,SRP165757
SRR8056940,AMPLICON,350,54212200,PRJNA436359,SAMN10241937,Metagenome or environmental,31034091,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886457,USA,North America,USA,Homo sapiens,G90249_SubjectID_4564,Illumina MiSeq,G90249,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90249,SRP165757
SRR8056941,AMPLICON,350,18172350,PRJNA436359,SAMN10242051,Metagenome or environmental,10038619,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886456,USA,North America,USA,Homo sapiens,G75167_SubjectID_12548,Illumina MiSeq,G75167,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75167,SRP165757
SRR8056942,AMPLICON,350,15802150,PRJNA436359,SAMN10242052,Metagenome or environmental,8770731,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886455,USA,North America,USA,Homo sapiens,G75160_SubjectID_2135,Illumina MiSeq,G75160,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75160,SRP165757
SRR8056943,AMPLICON,350,12692050,PRJNA436359,SAMN10242421,Metagenome or environmental,6019001,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886454,USA,North America,USA,Homo sapiens,G93200_SubjectID_5244,Illumina MiSeq,G93200,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93200,SRP165757
SRR8056944,AMPLICON,350,12693100,PRJNA436359,SAMN10242338,Metagenome or environmental,7039000,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886453,USA,North America,USA,Homo sapiens,G75177_SubjectID_9329,Illumina MiSeq,G75177,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75177,SRP165757
SRR8056945,AMPLICON,350,15324050,PRJNA436359,SAMN10242337,Metagenome or environmental,10597984,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886452,USA,North America,USA,Homo sapiens,G92921_SubjectID_10272,Illumina MiSeq,G92921,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G92921,SRP165757
SRR8056946,AMPLICON,350,10952200,PRJNA436359,SAMN10242330,Metagenome or environmental,5327100,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886451,USA,North America,USA,Homo sapiens,G93214_SubjectID_10343,Illumina MiSeq,G93214,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93214,SRP165757
SRR8056947,AMPLICON,350,16068500,PRJNA436359,SAMN10242329,Metagenome or environmental,7951085,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886450,USA,North America,USA,Homo sapiens,G93217_SubjectID_10003,Illumina MiSeq,G93217,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93217,SRP165757
SRR8056948,AMPLICON,350,13613950,PRJNA436359,SAMN10242332,Metagenome or environmental,9213889,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886449,USA,North America,USA,Homo sapiens,G92929_SubjectID_1568,Illumina MiSeq,G92929,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G92929,SRP165757
SRR8056949,AMPLICON,350,14982450,PRJNA436359,SAMN10242331,Metagenome or environmental,7210564,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886448,USA,North America,USA,Homo sapiens,G93215_SubjectID_750,Illumina MiSeq,G93215,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93215,SRP165757
SRR8056950,AMPLICON,350,13166650,PRJNA436359,SAMN10242334,Metagenome or environmental,8885234,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886447,USA,North America,USA,Homo sapiens,G92927_SubjectID_362,Illumina MiSeq,G92927,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G92927,SRP165757
SRR8056951,AMPLICON,350,10788750,PRJNA436359,SAMN10242333,Metagenome or environmental,7300567,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886446,USA,North America,USA,Homo sapiens,G92928_SubjectID_10974,Illumina MiSeq,G92928,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G92928,SRP165757
SRR8056952,AMPLICON,350,12995850,PRJNA436359,SAMN10242336,Metagenome or environmental,8926652,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886445,USA,North America,USA,Homo sapiens,G92923_SubjectID_7272,Illumina MiSeq,G92923,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G92923,SRP165757
SRR8056953,AMPLICON,350,14831250,PRJNA436359,SAMN10242335,Metagenome or environmental,10162783,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886444,USA,North America,USA,Homo sapiens,G92924_SubjectID_2359,Illumina MiSeq,G92924,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G92924,SRP165757
SRR8056954,AMPLICON,350,16249100,PRJNA436359,SAMN10242592,Metagenome or environmental,9062738,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886617,USA,North America,USA,Homo sapiens,G75070_SubjectID_11983,Illumina MiSeq,G75070,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75070,SRP165757
SRR8056955,AMPLICON,350,14374500,PRJNA436359,SAMN10242224,Metagenome or environmental,9037027,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886616,USA,North America,USA,Homo sapiens,G94455_SubjectID_11949,Illumina MiSeq,G94455,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94455,SRP165757
SRR8056956,AMPLICON,350,2754500,PRJNA436359,SAMN10242755,Metagenome or environmental,1356459,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886615,USA,North America,USA,Homo sapiens,G74989_SubjectID_3101,Illumina MiSeq,G74989,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74989,SRP165757
SRR8056957,AMPLICON,350,17849300,PRJNA436359,SAMN10242756,Metagenome or environmental,9585297,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886614,USA,North America,USA,Homo sapiens,G75108_SubjectID_11724,Illumina MiSeq,G75108,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75108,SRP165757
SRR8056958,AMPLICON,350,13752900,PRJNA436359,SAMN10242588,Metagenome or environmental,6725880,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886613,USA,North America,USA,Homo sapiens,G93142_SubjectID_12881,Illumina MiSeq,G93142,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93142,SRP165757
SRR8056959,AMPLICON,350,7572950,PRJNA436359,SAMN10242226,Metagenome or environmental,4732973,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886612,USA,North America,USA,Homo sapiens,G94457_SubjectID_3610,Illumina MiSeq,G94457,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94457,SRP165757
SRR8056960,AMPLICON,350,41279350,PRJNA436359,SAMN10241775,Metagenome or environmental,27829929,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886611,USA,North America,USA,Homo sapiens,G94719_SubjectID_2648,Illumina MiSeq,G94719,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94719,SRP165757
SRR8056961,AMPLICON,350,17263750,PRJNA436359,SAMN10242587,Metagenome or environmental,8449050,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886610,USA,North America,USA,Homo sapiens,G93147_SubjectID_13958,Illumina MiSeq,G93147,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93147,SRP165757
SRR8056962,AMPLICON,350,25476850,PRJNA436359,SAMN10242225,Metagenome or environmental,16092425,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886609,USA,North America,USA,Homo sapiens,G94454_SubjectID_1555,Illumina MiSeq,G94454,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94454,SRP165757
SRR8056963,AMPLICON,350,58207450,PRJNA436359,SAMN10242597,Metagenome or environmental,34126575,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886608,USA,North America,USA,Homo sapiens,G90318_SubjectID_8816,Illumina MiSeq,G90318,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90318,SRP165757
SRR8056964,AMPLICON,350,4378850,PRJNA436359,SAMN10242598,Metagenome or environmental,2400849,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886607,USA,North America,USA,Homo sapiens,G90319_SubjectID_855,Illumina MiSeq,G90319,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90319,SRP165757
SRR8056965,AMPLICON,350,14213500,PRJNA436359,SAMN10242222,Metagenome or environmental,8900700,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886606,USA,North America,USA,Homo sapiens,G94459_SubjectID_5439,Illumina MiSeq,G94459,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94459,SRP165757
SRR8056966,AMPLICON,350,3102400,PRJNA436359,SAMN10242726,Metagenome or environmental,1798212,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886605,USA,North America,USA,Homo sapiens,G90235_SubjectID_11083,Illumina MiSeq,G90235,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90235,SRP165757
SRR8056967,AMPLICON,350,13617800,PRJNA436359,SAMN10242057,Metagenome or environmental,7566405,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886604,USA,North America,USA,Homo sapiens,G75214_SubjectID_3044,Illumina MiSeq,G75214,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75214,SRP165757
SRR8056968,AMPLICON,350,82482050,PRJNA436359,SAMN10242749,Metagenome or environmental,57993841,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886603,USA,North America,USA,Homo sapiens,G94326_SubjectID_9924,Illumina MiSeq,G94326,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94326,SRP165757
SRR8056969,AMPLICON,350,18993800,PRJNA436359,SAMN10241776,Metagenome or environmental,12716400,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886602,USA,North America,USA,Homo sapiens,G94713_SubjectID_9660,Illumina MiSeq,G94713,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94713,SRP165757
SRR8056970,AMPLICON,350,32251100,PRJNA436359,SAMN10242586,Metagenome or environmental,20046543,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886601,USA,North America,USA,Homo sapiens,G96314_SubjectID_14523,Illumina MiSeq,G96314,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96314,SRP165757
SRR8056971,AMPLICON,350,17867850,PRJNA436359,SAMN10242058,Metagenome or environmental,9924513,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886600,USA,North America,USA,Homo sapiens,G75215_SubjectID_4522,Illumina MiSeq,G75215,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75215,SRP165757
SRR8056972,AMPLICON,350,7232050,PRJNA436359,SAMN10242585,Metagenome or environmental,3382424,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886599,USA,North America,USA,Homo sapiens,G93149_SubjectID_12296,Illumina MiSeq,G93149,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93149,SRP165757
SRR8056973,AMPLICON,350,63383250,PRJNA436359,SAMN10242296,Metagenome or environmental,42604735,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886598,USA,North America,USA,Homo sapiens,G96003_SubjectID_13000,Illumina MiSeq,G96003,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96003,SRP165757
SRR8056974,AMPLICON,350,40217800,PRJNA436359,SAMN10242406,Metagenome or environmental,26483814,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886597,USA,North America,USA,Homo sapiens,G94659_SubjectID_4199,Illumina MiSeq,G94659,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94659,SRP165757
SRR8056975,AMPLICON,350,6443150,PRJNA436359,SAMN10242295,Metagenome or environmental,4127539,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886596,USA,North America,USA,Homo sapiens,G94513_SubjectID_2730,Illumina MiSeq,G94513,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94513,SRP165757
SRR8056976,AMPLICON,350,27584550,PRJNA436359,SAMN10242754,Metagenome or environmental,18245420,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886595,USA,North America,USA,Homo sapiens,G94611_SubjectID_2249,Illumina MiSeq,G94611,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94611,SRP165757
SRR8056977,AMPLICON,350,1723750,PRJNA436359,SAMN10242653,Metagenome or environmental,869389,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886594,USA,North America,USA,Homo sapiens,G74990_SubjectID_1087,Illumina MiSeq,G74990,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74990,SRP165757
SRR8056978,AMPLICON,350,15758400,PRJNA436359,SAMN10242417,Metagenome or environmental,8905484,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886593,USA,North America,USA,Homo sapiens,G75148_SubjectID_2570,Illumina MiSeq,G75148,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75148,SRP165757
SRR8056979,AMPLICON,350,4068050,PRJNA436359,SAMN10242418,Metagenome or environmental,1997849,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886592,USA,North America,USA,Homo sapiens,G93209_SubjectID_10710,Illumina MiSeq,G93209,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93209,SRP165757
